City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,robore,-18.3333,-59.75,40.05,35,20,7.72,BO,1699653731
279,kisangani,0.5167,25.2,20.36,97,93,0.41,CD,1699653731
280,sandnessjoen,66.0217,12.6316,2.06,51,0,5.14,NO,1699653732
281,codrington,-38.2667,141.9667,14.84,60,87,6.7,AU,1699653732
282,hastings,50.8552,0.5729,6.4,86,5,5.79,GB,1699653251
283,maxixe,-23.8597,35.3472,20.27,76,0,3.3,MZ,1699653733
284,guatire,10.4762,-66.5427,24.67,96,93,1.67,VE,1699653733
285,island harbour,50.724,-1.2758,7.22,87,2,1.34,GB,1699653117
286,belozersk,60.0326,37.7957,4.43,90,100,4.02,RU,1699653734
287,dunedin,-45.8742,170.5036,17.26,64,0,3.58,NZ,1699653692
288,zuenoula,7.4292,-6.0431,23.2,96,100,1.79,CI,1699653735
289,rongelap,11.1635,166.8941,27.94,80,100,9.28,MH,1699653182
290,priargunsk,50.3691,119.1012,-19.31,91,78,0.59,RU,1699653735
291,palikir - national government center,6.9248,158.1611,25.41,89,100,0.0,FM,1699653015
292,utrik,11.2278,169.8474,27.53,84,100,9.27,MH,1699653736
293,hermanus,-34.4187,19.2345,17.13,87,84,1.46,ZA,1699653736
294,semporna,4.4818,118.6112,25.8,90,79,2.26,MY,1699653737
295,berdigestyakh,62.0989,126.6992,-28.06,100,100,0.82,RU,1699653737
296,la sarre,48.8002,-79.1996,-3.22,92,100,3.56,CA,1699653052
297,aromashevo,56.8602,68.6375,0.4,97,100,2.24,RU,1699653738
298,kalmunai,7.4167,81.8167,25.44,87,17,1.35,LK,1699653248
299,kati,12.7441,-8.0726,23.67,24,100,1.75,ML,1699653738
300,kailua-kona,19.6406,-155.9956,30.15,67,40,5.66,US,1699653044
301,port saint john's,-31.6229,29.5448,20.48,92,27,5.39,ZA,1699653206
302,bhamo,24.2667,97.2333,17.78,73,1,0.76,MM,1699653739
303,acarau,-2.8856,-40.12,26.52,76,3,8.89,BR,1699653092
304,klaksvik,62.2266,-6.589,5.51,76,48,7.09,FO,1699653740
305,kastoria,40.5167,21.2667,8.92,96,91,0.98,GR,1699653740
306,peace river,56.2501,-117.286,8.17,53,20,6.17,CA,1699653678
307,grande prairie,55.1667,-118.8027,9.1,37,20,5.66,CA,1699653577
308,laguna,38.421,-121.4238,21.27,39,0,4.12,US,1699653254
309,butajira,8.1167,38.3667,14.65,59,16,3.85,ET,1699653741
310,puerto lempira,15.2667,-83.7667,28.51,80,72,3.37,HN,1699653203
311,dehui,44.5333,125.7,-15.32,94,9,2.87,CN,1699653742
312,khandyga,62.6667,135.6,-35.98,100,65,0.58,RU,1699653261
313,itaituba,-4.2761,-55.9836,35.09,46,20,2.06,BR,1699653743
314,tabou,4.423,-7.3528,24.96,90,70,3.27,CI,1699653743
315,walvis bay,-22.9575,14.5053,16.53,82,68,0.0,NA,1699653184
316,pala,9.3642,14.9046,25.97,62,55,2.44,TD,1699653744
317,shimoda,34.6667,138.95,15.06,74,78,6.3,JP,1699653744
318,port lincoln,-34.7333,135.8667,15.2,68,42,8.45,AU,1699653180
319,naze,28.3667,129.4833,20.51,71,99,5.23,JP,1699653745
320,sakaraha,-22.9,44.5333,18.98,68,1,4.11,MG,1699653745
321,ellsworth,44.5434,-68.4195,7.7,75,100,2.06,US,1699653745
322,glace bay,46.1969,-59.957,4.32,83,75,4.47,CA,1699653746
323,ixtapa,20.7,-105.2,30.13,79,74,2.24,MX,1699653746
324,weno,7.4515,151.8468,26.97,94,100,4.12,FM,1699653234
325,ola,59.5833,151.2833,-17.11,83,5,5.84,RU,1699653746
326,canet-en-roussillon,42.7,3.0167,14.25,65,75,6.69,FR,1699653747
327,benghazi,32.1167,20.0667,22.37,65,2,3.32,LY,1699653747
328,tawau,4.2498,117.8871,25.07,85,95,1.71,MY,1699653747
329,saint-mandrier-sur-mer,43.078,5.929,12.92,69,0,8.23,FR,1699653748
330,praia,14.9215,-23.5087,25.3,65,40,5.66,CV,1699653748
331,bebedja,8.6761,16.566,24.33,76,80,2.12,TD,1699653749
332,minas de marcona,-15.2119,-75.1103,16.89,79,58,6.3,PE,1699653196
333,katsuura,35.1333,140.3,15.01,73,86,7.73,JP,1699653026
334,mopti,14.6667,-4.0,29.73,19,100,2.83,ML,1699653749
335,saynshand,44.8824,110.1163,-17.94,87,4,1.73,MN,1699653750
336,akersberga,59.4794,18.2997,7.81,94,100,3.17,SE,1699653750
337,bowen,-20.0167,148.2333,24.17,67,50,4.91,AU,1699653751
338,lyubim,58.3625,40.6843,3.5,86,90,3.08,RU,1699653751
339,acajutla,13.5928,-89.8275,29.64,63,4,2.37,SV,1699653751
340,vilyuchinsk,52.9306,158.4028,0.15,98,100,0.7,RU,1699653030
341,langzhong,31.5504,105.9938,16.6,83,100,2.57,CN,1699653752
342,srandakan,-7.9386,110.2506,24.42,87,97,1.16,ID,1699653752
343,rio grande,-32.035,-52.0986,18.06,86,88,9.07,BR,1699653737
344,midland,31.9974,-102.0779,13.78,63,100,3.6,US,1699653257
345,lianjiang,21.6467,110.2817,23.05,92,8,2.71,CN,1699653753
346,caldwell,43.6629,-116.6874,13.74,42,0,1.54,US,1699653753
347,tenenkou,14.4572,-4.9169,29.17,18,100,3.89,ML,1699653753
348,pindushi,62.9152,34.58,3.19,98,100,2.31,RU,1699653754
349,sucua,-2.4667,-78.1667,26.41,65,75,4.12,EC,1699653755
350,guanambi,-14.2233,-42.7814,29.79,31,9,5.27,BR,1699653756
351,shache,38.4167,77.2406,6.51,52,0,2.68,CN,1699653247
352,taounate,34.5,-4.8333,18.02,75,44,0.7,MA,1699653756
353,phang nga,8.4509,98.5298,25.02,94,99,1.25,TH,1699653757
354,nuuk,64.1835,-51.7216,-6.18,79,69,7.6,GL,1699653757
355,bojano,41.4857,14.4729,10.0,81,100,3.04,IT,1699653757
356,puerto real,36.5282,-6.1901,18.09,82,75,1.03,ES,1699653758
357,lorengau,-2.0226,147.2712,27.43,85,98,3.53,PG,1699653057
358,tal'menka,53.8183,83.5677,1.88,94,100,2.41,RU,1699653758
359,birjand,32.8663,59.2211,6.26,56,0,3.09,IR,1699653758
360,songea,-10.6833,35.65,23.07,52,96,2.81,TZ,1699653759
361,hammerfest,70.6634,23.6821,2.25,80,75,2.06,NO,1699653759
362,mount pearl,47.5166,-52.7813,2.96,90,75,10.29,CA,1699653760
363,tofol,5.3248,163.0078,28.32,81,100,5.94,FM,1699653186
364,abalak,58.1286,68.5944,2.42,72,100,1.8,RU,1699653760
365,castellammare del golfo,38.0188,12.8858,18.62,85,78,5.3,IT,1699653760
366,languyan,5.2618,120.0807,26.07,84,14,0.85,PH,1699653761
367,slavyanka,42.8633,131.3847,-4.14,50,0,5.39,RU,1699653761
368,kingston,17.997,-76.7936,31.53,74,20,10.8,JM,1699653192
369,machico,32.7,-16.7667,21.51,82,40,2.06,PT,1699653761
370,yueyang,29.3333,113.0919,9.62,80,100,6.11,CN,1699653761
371,balqash,46.8481,74.995,5.87,73,7,3.25,KZ,1699653762
372,nicoya,10.1483,-85.452,28.38,82,86,0.98,CR,1699653762
373,turriff,57.5384,-2.4593,8.21,87,98,4.93,GB,1699653762
374,ziro,27.6333,93.8333,7.79,71,75,1.03,IN,1699653763
375,fort stockton,30.894,-102.8793,7.03,93,100,5.14,US,1699653763
376,lichinga,-13.3128,35.2406,17.05,100,75,7.72,MZ,1699653763
377,whakatane,-37.9585,176.9854,18.82,56,0,1.79,NZ,1699653764
378,luderitz,-26.6481,15.1594,16.63,89,98,3.89,NA,1699653190
379,jinghong,21.991,100.7341,18.59,86,5,1.1,CN,1699653764
380,boguchany,58.3814,97.4531,-13.41,96,13,1.34,RU,1699653765
381,mission,26.2159,-98.3253,17.14,93,100,4.12,US,1699653185
382,aqsay,51.1678,52.995,5.41,88,100,7.21,KZ,1699653765
383,argostolion,38.1811,20.489,17.08,61,100,4.61,GR,1699653766
384,kudahuvadhoo,2.6708,72.8944,27.48,80,68,4.21,MV,1699653766
385,kenai,60.5544,-151.2583,-0.48,97,100,0.0,US,1699653766
386,lamar,33.6668,-95.5836,18.32,52,89,3.57,US,1699653767
387,voronovytsya,49.1095,28.6808,9.2,76,100,8.54,UA,1699653767
388,el charco,2.4769,-78.1105,26.16,89,100,3.38,CO,1699653767
389,rosarito,32.3333,-117.0333,27.18,67,90,3.51,MX,1699653618
390,belmonte,-15.8631,-38.8828,25.28,81,2,5.64,BR,1699653768
391,jaltenango de la paz,15.9167,-92.7167,23.67,63,36,1.62,MX,1699653768
392,huasahuasi,-11.3167,-75.6167,7.77,81,89,2.78,PE,1699653768
393,mukalla,14.5425,49.1242,26.06,64,1,1.74,YE,1699653233
394,santo antonio,-6.3106,-35.4789,24.47,71,4,4.34,BR,1699653769
395,melfort,52.8667,-104.6177,-1.93,74,7,5.14,CA,1699653769
396,sorong,-0.8833,131.25,25.82,89,100,3.2,ID,1699653769
397,sisimiut,66.9395,-53.6735,-5.8,81,95,5.73,GL,1699653176
398,kristiansund,63.1115,7.732,4.36,65,20,9.26,NO,1699653198
399,piacabucu,-10.4056,-36.4344,25.23,76,0,5.67,BR,1699653262
400,geraldton,-28.7667,114.6,14.23,82,100,4.63,AU,1699653770
401,galle,6.0367,80.217,25.47,85,43,1.2,LK,1699653771
402,loralai,30.3705,68.598,12.35,25,0,2.47,PK,1699653771
403,los frentones,-26.4077,-61.4137,41.22,18,80,6.08,AR,1699653771
404,lepsy,46.235,78.9456,5.72,80,31,3.15,KZ,1699653771
405,red oak,32.5176,-96.8044,17.03,76,100,2.68,US,1699653609
406,huarmey,-10.0681,-78.1522,21.28,77,3,4.88,PE,1699653176
407,arkhangel'sk,64.5401,40.5433,0.63,98,100,3.59,RU,1699653235
408,fort st. john,56.2499,-120.8529,4.94,52,20,7.72,CA,1699653772
409,dabeiba,7.0017,-76.2672,25.77,97,100,0.82,CO,1699653772
410,las cruces,32.3123,-106.7783,11.67,74,100,2.24,US,1699653551
411,dennery,13.8996,-60.8879,29.07,86,40,11.32,LC,1699653773
412,djambala,-2.5447,14.7533,20.19,98,100,0.71,CG,1699653773
413,puyang chengguanzhen,35.7028,115.0053,1.49,83,100,3.8,CN,1699653773
414,kuta,-8.7233,115.1723,25.97,88,20,2.68,ID,1699653774
415,vila velha,-20.3297,-40.2925,26.97,87,0,4.63,BR,1699653174
416,rio pardo,-29.9897,-52.3781,21.27,82,100,4.26,BR,1699653774
417,pohrebyshche,49.4864,29.2636,9.0,76,100,8.11,UA,1699653774
418,colonia menno,-22.3667,-59.8167,41.54,19,15,9.83,PY,1699653775
419,parnu,58.3859,24.4971,7.05,100,100,2.57,EE,1699653775
420,zaragoza,41.6561,-0.8773,17.49,65,75,2.57,ES,1699653775
421,kargasok,59.0556,80.8572,-0.02,95,100,2.68,RU,1699653776
422,bugul'ma,54.55,52.8,5.97,74,100,6.63,RU,1699653776
423,tukrah,32.5341,20.5791,20.63,76,1,2.38,LY,1699653776
424,ulaangom,49.9811,92.0667,-10.06,94,100,2.28,MN,1699653777
425,el bauga,18.262,33.9081,28.37,50,11,7.2,SD,1699653777
426,kofele,7.0667,38.7833,9.4,84,45,4.56,ET,1699653779
427,nishinoomote,30.7333,131.0,20.21,78,100,2.02,JP,1699653779
428,savanna-la-mar,18.219,-78.1332,29.97,82,50,1.18,JM,1699653780
429,beitbridge,-22.2167,30.0,22.14,63,0,3.17,ZW,1699653780
430,el granada,37.5027,-122.4694,21.76,41,0,6.69,US,1699653781
431,kapuskasing,49.4169,-82.4331,-2.95,86,75,5.14,CA,1699653781
432,sydney,-33.8679,151.2073,23.48,78,40,4.12,AU,1699653453
433,lompoc,34.6391,-120.4579,26.68,55,0,5.14,US,1699653781
434,brisas de zicatela,15.8369,-97.0419,31.29,48,40,3.09,MX,1699653260
435,illizi,26.4833,8.4667,22.22,15,0,1.7,DZ,1699653782
436,altai,46.3722,96.2583,-13.33,90,39,0.8,MN,1699653782
437,kindu,-2.95,25.95,20.9,96,100,0.17,CD,1699653783
438,vernon,50.2581,-119.2691,9.78,65,100,2.68,CA,1699653615
439,mega,4.05,38.3,15.87,72,95,4.76,ET,1699653783
440,hengchun,22.0042,120.7439,26.01,79,61,7.01,TW,1699653784
441,happy valley-goose bay,53.3168,-60.3315,-0.83,69,75,4.12,CA,1699653784
442,sinabang,2.4803,96.3801,25.81,84,100,0.6,ID,1699653191
443,andergrove,-21.0833,149.1833,26.47,70,47,3.79,AU,1699653784
444,sitka,57.0531,-135.33,7.94,66,75,8.23,US,1699653215
445,howrah,22.5892,88.3103,23.0,83,7,0.0,IN,1699653785
446,hamilton,39.1834,-84.5333,16.0,30,0,4.02,US,1699653785
447,crane,31.3974,-102.3501,13.14,48,88,3.26,US,1699653785
448,nabire,-3.3667,135.4833,25.15,85,87,1.91,ID,1699653786
449,edson,53.5835,-116.4356,9.08,27,0,2.57,CA,1699653786
450,coronel suarez,-37.4547,-61.9334,13.47,95,99,5.51,AR,1699653786
451,woolgoolga,-30.1106,153.2007,21.93,84,98,2.4,AU,1699653787
452,usogorsk,63.4106,48.6872,0.37,96,92,1.59,RU,1699653787
453,bakaly,55.1789,53.8028,4.68,94,100,0.09,RU,1699653788
454,deder,9.3167,41.45,13.23,60,76,1.24,ET,1699653788
455,pariaman,-0.619,100.12,25.03,92,100,1.2,ID,1699653788
456,pokhara,28.2333,83.9833,15.15,57,0,2.73,NP,1699653783
457,trairi,-3.2778,-39.2689,26.42,75,5,5.96,BR,1699653783
458,afaahiti,-17.75,-149.2833,28.93,84,98,5.2,PF,1699653789
459,las brenas,-27.0897,-61.0816,35.51,22,97,5.4,AR,1699653789
460,west side highway,46.184,-122.9172,11.01,90,100,4.02,US,1699653790
461,dryden,49.7833,-92.7503,-1.84,80,100,2.06,CA,1699653224
462,salvaterra de magos,39.0279,-8.7935,18.47,97,62,2.57,PT,1699653790
463,genhe,50.7833,121.5167,-16.75,80,92,0.85,CN,1699653212
464,alamosa,37.4695,-105.87,7.99,36,0,0.0,US,1699653791
465,walterboro,32.9052,-80.6668,24.94,60,40,0.0,US,1699653688
466,gainsborough,53.3833,-0.7667,6.53,89,1,2.9,GB,1699653791
467,belyy yar,53.6039,91.3903,-18.06,85,20,0.0,RU,1699653792
468,tocopilla,-22.092,-70.1979,22.28,63,19,3.69,CL,1699653792
469,imbituba,-28.24,-48.6703,20.37,91,45,6.26,BR,1699653792
470,coahuayana de hidalgo,18.7,-103.6583,29.05,69,94,1.31,MX,1699653793
471,la passe,45.5549,-0.8967,11.13,73,68,4.69,FR,1699653793
472,taishan,22.2514,112.7799,23.94,90,73,1.82,CN,1699653793
473,cerritos,33.8583,-118.0648,27.49,30,0,2.68,US,1699653638
474,kokkola,63.8385,23.1307,-0.04,95,100,5.14,FI,1699653794
475,cill airne,52.05,-9.5167,6.23,90,100,1.69,IE,1699653233
476,ivdel',60.6911,60.4206,2.33,91,100,1.34,RU,1699653255
477,alice springs,-23.7,133.8833,24.75,50,2,3.09,AU,1699653685
478,oranjemund,-28.55,16.4333,16.18,94,41,2.32,NA,1699653795
479,wakkanai,45.4094,141.6739,0.05,91,100,10.28,JP,1699653795
480,praia da vitoria,38.7333,-27.0667,22.14,83,75,12.15,PT,1699653749
481,narasannapeta,18.4167,84.05,21.54,74,3,2.51,IN,1699653796
482,huron,41.1501,-82.5499,12.6,52,6,4.93,US,1699653501
483,khorixas,-20.3667,14.9667,19.61,43,37,2.93,NA,1699653797
484,calvinia,-31.4707,19.776,20.32,36,40,2.7,ZA,1699653798
485,lom sak,16.7798,101.2422,23.02,90,99,1.54,TH,1699653798
486,northumberland,55.25,-2.0,3.16,85,4,2.6,GB,1699653658
487,sale,34.0389,-6.8166,17.64,100,16,2.06,MA,1699653542
488,auki,-8.7676,160.7034,25.7,91,100,4.49,SB,1699653799
489,aras-asan,8.8908,126.3033,25.42,87,26,1.19,PH,1699653799
490,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-6.91,84,100,6.88,RU,1699653799
491,urzhar,47.093,81.6294,5.49,90,100,1.51,KZ,1699653799
492,puntarenas,9.9763,-84.8384,27.59,83,82,3.17,CR,1699653800
493,saint-felicien,48.6501,-72.4491,-0.62,100,100,3.6,CA,1699653800
494,hell-ville,-13.4,48.2667,27.01,77,22,2.71,MG,1699653801
495,ylitornio,66.3089,23.6773,-14.83,94,39,2.16,FI,1699653801
496,usinsk,65.9939,57.5281,-5.52,81,99,2.24,RU,1699653802
497,malax,62.9423,21.5731,0.55,100,100,4.63,FI,1699653804
498,zarand,30.8127,56.564,14.08,27,0,1.36,IR,1699653804
499,salinopolis,-0.6136,-47.3561,27.62,81,43,7.45,BR,1699653805
500,colon,9.3592,-79.9014,26.06,88,98,3.58,PA,1699653784
501,kristinestad,62.2743,21.376,5.28,92,100,5.85,FI,1699653805
502,big bend,-26.8167,31.9333,18.03,94,0,1.46,SZ,1699653805
503,den burg,53.0542,4.7972,9.99,73,75,5.66,NL,1699653806
504,yamada,39.4667,141.95,6.33,69,45,3.65,JP,1699653806
505,plastun,44.7561,136.2939,-6.33,56,1,5.46,RU,1699653807
506,borogontsy,62.6683,131.1683,-33.43,100,18,0.35,RU,1699653807
507,newman,37.3138,-121.0208,21.24,38,2,1.79,US,1699653807
508,ironwood,46.4547,-90.171,2.19,100,100,0.0,US,1699653808
509,mormugao,15.4,73.8,26.69,71,69,2.99,IN,1699653808
510,tanaina,61.6269,-149.4281,-0.68,93,100,0.89,US,1699653809
511,labytnangi,66.6572,66.4183,-11.28,90,76,1.76,RU,1699653809
512,roma,43.2128,-75.4557,8.79,62,100,3.09,US,1699653777
513,qamdo,31.1667,97.2333,-3.35,58,80,2.02,CN,1699653809
514,vallam,10.7167,79.0833,26.03,93,97,4.09,IN,1699653811
515,tarascon,43.8058,4.6603,8.5,87,45,3.46,FR,1699653811
516,point vernon,-25.25,152.8167,22.6,71,33,2.97,AU,1699653812
517,arkalyk,50.2486,66.9114,4.96,81,100,4.4,KZ,1699653812
518,salalah,17.0151,54.0924,26.93,70,21,0.64,OM,1699653812
519,valparaiso,-33.0393,-71.6273,15.13,94,100,1.54,CL,1699653614
520,dazhong,33.1997,120.4578,10.84,64,100,4.87,CN,1699653813
521,leava,-14.3,-178.1667,26.67,86,100,3.83,WF,1699653813
522,borkum,53.5809,6.6915,8.3,86,100,3.27,DE,1699653814
523,buala,-8.145,159.5921,26.09,90,100,0.68,SB,1699653814
524,cherepovets,59.1333,37.9,3.9,93,75,4.0,RU,1699653814
525,mek'ele,13.4967,39.4753,15.95,63,96,4.72,ET,1699653815
526,gokarna,14.55,74.3167,26.14,76,89,3.57,IN,1699653815
527,clarion,41.2148,-79.3853,11.11,47,73,2.91,US,1699653816
528,lubao,14.9167,120.55,26.04,86,99,2.0,PH,1699653816
529,tromso,69.6496,18.957,-0.99,93,20,1.54,NO,1699653816
530,lospalos,-8.5186,127.0025,23.26,67,98,0.81,TL,1699653816
531,zonguldak,41.25,31.8333,10.81,71,71,2.33,TR,1699653817
532,gracemere,-23.4333,150.45,24.95,65,18,2.06,AU,1699653817
533,boumahra ahmed,36.4583,7.5139,14.01,73,5,1.61,DZ,1699653817
534,veigne,47.2856,0.7408,8.23,83,20,3.6,FR,1699653817
535,olinda,-8.0089,-34.8553,26.85,69,40,4.63,BR,1699653818
536,chernyshevskiy,63.0128,112.4714,-13.7,85,47,2.49,RU,1699653818
537,belo sur tsiribihina,-19.7,44.55,23.56,76,0,1.9,MG,1699653818
538,'anat al qadimah,34.4659,41.9331,20.06,36,20,2.27,IQ,1699653819
539,egilsstadir,65.2653,-14.3948,-5.05,93,0,2.06,IS,1699653819
540,hit,33.6416,42.8251,22.45,32,34,4.04,IQ,1699653819
541,lamu,-2.2717,40.902,26.05,84,97,2.17,KE,1699653820
542,aktau,43.65,51.2,11.32,59,6,6.16,KZ,1699653820
543,thinadhoo,0.5333,72.9333,27.11,83,77,4.91,MV,1699653820
544,abrud,46.2667,23.0667,6.65,63,100,0.87,RO,1699653821
545,palmer,42.1584,-72.3287,8.23,62,40,3.09,US,1699653821
546,sampit,-2.5333,112.95,23.28,98,94,0.72,ID,1699653821
547,brezoi,45.338,24.2486,8.13,79,100,1.2,RO,1699653821
548,kidal,18.4411,1.4078,26.44,13,21,1.83,ML,1699653822
549,villa gesell,-37.2639,-56.973,16.14,87,100,7.32,AR,1699653822
550,pechora,65.1472,57.2244,-4.52,97,95,1.79,RU,1699653822
551,santa marta,11.2408,-74.199,32.16,72,20,3.13,CO,1699653673
552,sinan,34.8262,126.1086,3.06,67,84,11.4,KR,1699653823
553,severo-yeniseyskiy,60.3725,93.0408,-14.12,94,27,1.79,RU,1699653823
554,beau vallon,-20.4189,57.6953,25.68,88,20,2.06,MU,1699653823
555,magadan,59.5667,150.8,-17.28,80,3,4.84,RU,1699653824
556,thurgoona,-36.0451,146.9919,22.73,55,51,3.17,AU,1699653824
557,bocanda,7.0626,-4.4995,23.67,97,100,1.64,CI,1699653824
558,palu,-0.8917,119.8707,24.21,94,38,1.37,ID,1699653824
559,minas,-34.3759,-55.2377,13.93,93,100,11.01,UY,1699653825
